bug_id,long_description,severity_category
ADDONS.MOZILLA.ORG_GRAVEYARD-500741,"/tags/add_ajax/ needs to add tags from POST not GET.  This is blocking any UTF-8 tags from being added right now.  Same with blacklisting and any other code that writes to the db.

Our regex filter in bootstrap is going to cause trouble for us when we want to do stuff like preview.addons.mozilla.org/en-US/firefox/tag/下載 but we'll deal with that when we get there.  Any create/update/deletes should be done via POST for security reasons (using the anti-CSRF code.  This is mostly automatic - just look at the other forms for an example).",blocker
ADDONS.MOZILLA.ORG_GRAVEYARD-375255,"This might be bug 370595 not being fixed or a new issue:

I've just updated the description to Crash Recovery (which suddenly contained HTML entities which I've never entered in the first place) and although I haven't entered anything for any language except English the empty translated strings seem to be used:
https://addons.mozilla.org/de/firefox/addon/1955

This also leads to the extension not being listed at all in the list of an author's extensions:
https://addons.mozilla.org/de/firefox/user/9225

And I guess that this same issue is also responsible for a lot of title-less extensions in the categories list:
https://addons.mozilla.org/de/firefox/browse/type:1/cat:4",critical
CORE-78992,"Whatever value I try with size attribute in HR element there is no action.

Build Gecko/20010504
win98
will attach simple test.",minor
MOZILLA.ORG_GRAVEYARD-396327,Bug 392888 is back since friday data from www.mozilla-europe.org - nladm01 is not in Urchin probably affects mozilla.com as well,major
CORE-529733,"Crash [@ memmove | nsCacheMetaData::SetElement(char const* char const*)]
is currently #45 in 1.9.3 top crash list (all crashes on Windows).
Looks like a regression from bug 394425.

memmove	 MEMCPY.ASM:271
nsCacheMetaData::SetElement	netwerk/cache/src/nsCacheMetaData.cpp:98
nsCacheEntryDescriptor::SetMetaDataElement	netwerk/cache/src/nsCacheEntryDescriptor.cpp:470
nsHttpChannel::AddCacheEntryHeaders	netwerk/protocol/http/src/nsHttpChannel.cpp:2603
nsHttpChannel::InitCacheEntry	netwerk/protocol/http/src/nsHttpChannel.cpp:2510
nsHttpChannel::ProcessNormal	netwerk/protocol/http/src/nsHttpChannel.cpp:1113
nsHttpChannel::ProcessResponse	netwerk/protocol/http/src/nsHttpChannel.cpp:1014
nsHttpChannel::OnStartRequest	netwerk/protocol/http/src/nsHttpChannel.cpp:5135
nsInputStreamPump::OnStateStart	netwerk/base/src/nsInputStreamPump.cpp:439
nsInputStreamPump::OnInputStreamReady	netwerk/base/src/nsInputStreamPump.cpp:395
nsInputStreamReadyEvent::Run	xpcom/io/nsStreamUtils.cpp:191
nsThread::ProcessNextEvent	xpcom/threads/nsThread.cpp:527 
...

List of crashes with this signature in the past week:
http://crash-stats.mozilla.com/report/list?branch=1.9.3&query_search=signature&query_type=exact&query=&date=&range_value=1&range_unit=weeks&do_query=1&signature=memmove%20|%20nsCacheMetaData%3A%3ASetElement%28char%20const*%2C%20char%20const*%29",critical
INFRASTRUCTURE_&_OPERATIONS_GRAVEYARD-390569,"Can you push the thunderbird 2.0.0.6 changes live for production?

Note: mozilla-europe.org will need to be synched too.",blocker
NSPR-191948,"The libfilename test in the 32-bit HP-UX builds
fails because the current implementation attempts
to load libmy.sl but it is not on the shared
library search path.

This can be worked around by setting SHLIB_PATH
to dll (or the full pathname of the pr/tests/dll
directory in the build tree) when running the test.",major
CORE-505314,"Loading http://collecta.com/ in a debug build triggers:

Assertion failed: i != 0 (/Users/jruderman/central/js/src/nanojit/Assembler.cpp:1605)",critical
CORE-530373,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.9.3a1pre) Gecko/20091120 Minefield/3.7a1pre (.NET CLR 3.5.30729)
Build Identifier: 

Please see Bug #512106.

Reproducible: Always",minor
BUGZILLA-238665,"123   [% ELSIF error == bugs_not_changed %]
124     [% title = BLOCK %][% terms.Bugs %] Not Changed[% END %]
125     Um you apparently did not change anything on the selected [% terms.bugs %].

change on to in",minor
SEAMONKEY-260874,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O rv:1.7.3) Gecko/20040913 Firefox/0.10
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O rv:1.7.3) Gecko/20040913 Firefox/0.10

Pinstripe Help window Activity Indicator (throbber) uses the Winstripe image
instead of the mac image (as in the browser window)

Reproducible: Always
Steps to Reproduce:
1. Load help

Actual Results:  
Winstripe Throbber

Expected Results:  
Pinstripe throbber",trivial
TECH_EVANGELISM_GRAVEYARD-191162,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.3a) Gecko/20021212
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.3a) Gecko/20021212

In all the pages at http://www.thegomezlawfirm.com/ for some reason the top
frame does not extend all the way to the browser's right leaving whitespace on
the right.  The page is set at (body leftmargin=0 topmargin=0) when means
that tables should extend all the way left and right.  

Reproducible: Always

Steps to Reproduce:
1. go to the following url: http://www.thegomezlawfirm.com/ 
2.
3.",major
MOZILLA.ORG_GRAVEYARD-114316,"Now that Mozilla supports the displaying of icons for the bookmarks and tabs it
would be nice if the other *.mozilla.org pages besides http://www.mozilla.org/
would show an icon.

This are:
- bugzilla.mozilla.org
- tinderbox.mozilla.org
- ftp.mozilla.org
- bonsai.mozilla.org
- lxr.mozilla.org",minor
CORE-341950,"(this probably doesn't belong in safe browsing)

On trunk XUL elements can't be placed above the browser element.  This breaks safe browsing which places a canvas element and a vbox over the browser element.",critical
BUGZILLA-315317,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8) Gecko/20051025 Firefox/1.5
Build Identifier: 

If calling AppendComment with an indefined $timestamp (e.g. AppendComment($bug$login_name$message)) the query is supposed to substitute function NOW() in the INSERT query.

Unfortunately now that the query is done with DBI and placeholders it appears that the function call is being bound as a string causing an incorrect zero timestamp to be stored instead of current time. This zero timestamp apart from being bogus means added comments are not displayed on bug pages.

Reproducible: Always

Steps to Reproduce:
1. invoke AppendComment($bug$login_name$message)
2. in MySQL examine bug_when field in table longdescs in the newly inserted record.
Actual Results:  
timestamp will read 0000-00-00 00:00:00

Expected Results:  
timestamp should be time of INSERT (e.g. 2005-11-06 16:53:31)

My quick and dirty workaround is to use two different queries depending on whether timestamp is defined:

if($timestamp){
    $dbh->do(q{INSERT INTO longdescs
                      (bug_id who bug_when thetext isprivate work_time)
               VALUES (??????)} undef
             ($bugid $whoid $timestamp $comment $privacyval $work_time))
}else{
    $dbh->do(q{INSERT INTO longdescs
                      (bug_id who bug_when thetext isprivate work_time)
               VALUES (??now()???)} undef
             ($bugid $whoid $comment $privacyval $work_time))
}",minor
BUGZILLA.MOZILLA.ORG-528805,https://bugzilla-stage-tip.mozilla.org/ displays no target milestone in query.cgi show_bug.cgi doesn't let you change them in bugs and editproducts.cgi has an empty default milestone list for all products. The reason is because all milestones are marked as inactive + non-searchable.,blocker
TESTOPIA-386325,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.1.4) Gecko/20070515 Firefox/2.0.0.4
Build Identifier: 1.2

If a test case is associated to more than one component it will be returned multiple times when filtering by more than one of those components. For instance assume we have three components (C1 C3 and C3). Now let's assume we have a test run that includes the following test cases with their associated components in brackets...

TC1 (C1)
TC2 (C1 and C2)
TC3 (C3)
TC4 (C2 and C3)

In the test run search we choose to filter by component and select both C1 and C2 meaning we want all test cases that are associated to C1 and/or C2. We would therefore expect to get the following list returned...

TC1
TC2
TC4

Instead we get the following...

TC1
TC2
TC2
TC4

The second result is duplicated because it is associated to both components that have been queried (likely a missing DISTINCT in the sql). The test case count at the bottom becomes inaccurate because counts them separately. In our previous example it would say that there are 4 test cases that match our filtering criteria in the current test run when in truth there are only three.

Reproducible: Always

Steps to Reproduce:
1. Associate five different components to a test case
2. Create a test run that includes this test case
3. In the test run view expand the Filter section
4. Select three of the five components associated to the TC in Step 1 and click the Filter button.
Actual Results:  

The same test case run is listed three times and the test case count at the bottom of the table says 3 test cases found when in truth there's only one.

Expected Results:  

The test case run is listed only once. The count at the bottom says 1 test case found.

Note that clicking on the Case ID heading can be used as a temporary workaround due to bug 384212 (as long as you don't have a version where it's already fixed).",minor
MOZILLA_LABS-481857,The stub reports a buffer overflow.,critical
FIREFOX-323761,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 de rv:1.8) Gecko/20051111 Firefox/1.5
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.9a1) Gecko/20060104 Firefox/1.6a1 - Build ID: 2006010405

The given URL has some default styles and an alternate stylesheet for handhelds

When filling the View->Page Style menu Firefox thinks he doesn't have to show the entry default page style because there is a preferred stylesheet set (a stylesheet with title attribute).

Unfortunately the preferred stylesheet has media=handheld so it is not displayed in the menu and Firefox isn't displaying this the menu too.

Reproducible: Always

Steps to Reproduce:
1. Load given URL
2. Open menu View->Page Style
Actual Results:  
There is only an entry for No Style if you select No Style you can't switch back

Expected Results:  
There should be the menuitem Default Style

The problem is in function stylesheetFillPopup(menuPopup) in browser.js

Here is a fixed version of the function i've commented by changes:
---------------------

function stylesheetFillPopup(menuPopup)
{
  var noStyle = menuPopup.firstChild
  var persistentOnly = noStyle.nextSibling
  var sep = persistentOnly.nextSibling
  while (sep.nextSibling)
    menuPopup.removeChild(sep.nextSibling)

  var styleSheets = getAllStyleSheets(window.content)
  var currentStyleSheets = []
  var styleDisabled = getMarkupDocumentViewer().authorStyleDisabled
  var haveAltSheets = false
  var altStyleSelected = false
  var altSheetsAdded = false
  for (var i = 0 i < styleSheets.length ++i) {
    var currentStyleSheet = styleSheets[i]

    // Skip any stylesheets that don't match the screen media type.
    var media = currentStyleSheet.media.mediaText.toLowerCase()
    if (media && (media.indexOf(screen) == -1) && (media.indexOf(all) == -1))
        continue

    if (currentStyleSheet.title) {
      if (!currentStyleSheet.disabled)
        altStyleSelected = true

      haveAltSheets = true

      var lastWithSameTitle = null
      if (currentStyleSheet.title in currentStyleSheets)
        lastWithSameTitle = currentStyleSheets[currentStyleSheet.title]

      if (!lastWithSameTitle) {
        var menuItem = document.createElement(menuitem)
        menuItem.setAttribute(type radio)
        menuItem.setAttribute(label currentStyleSheet.title)
        menuItem.setAttribute(data currentStyleSheet.title)
        menuItem.setAttribute(checked !currentStyleSheet.disabled 
        menuPopup.appendChild(menuItem)
	altSheetsAdded = true
        currentStyleSheets[currentStyleSheet.title] = menuItem
      } else {
        if (currentStyleSheet.disabled)
          lastWithSameTitle.removeAttribute(checked)
      }
    }
  }

  noStyle.setAttribute(checked styleDisabled)
  persistentOnly.setAttribute(checked !altStyleSelected 
  persistentOnly.hidden = (window.content.document.preferredStylesheetSet 
  sep.hidden = (noStyle.hidden 
  return true
}

------------------

I've added the var altSheetsAdded that checks if we have added an additional menuitem for the preferred Stylesheet. The Default Page Style-menuitem may only be hidden if this is true.",minor
CORE-317549,nextSibling->GetParent() appears to be returning a freed object. Confirming it happens on the 1.5 branch as well.,major
BUGZILLA.MOZILLA.ORG-240780,"There are quite a few components that have addresses in
formerly-netscape.com.tld for their default assignees and QA contacts.  As we
all know these refer to people who aren't around anymore and are not real email
addresses.

This means surely that bugs in these components are not been quality assured
by anybody.  It would make sense to change the contacts for these bugs except
that we don't know whom to change them to.

These assignees and QA contacts should be changed to appropriate people who are
still here and in a position to take on the duties.

I've put in the URL for MailNews as there are lots of them there however
components in all products should be checked.",blocker
CORE-161644,"Whenever I tried to go to the following URL:

http://homepages.pathfinder.gr/lefteris_paliginis/Dia8hkhPromh8ea/HDia8hkhToyPromh8ea.html

mozilla program crashed while loading. I'm using:

Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.1b) Gecko/20020721

but I've noticed that Netscape 7.0pr1 with version:

Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.0rc2) Gecko/20020512
Netscape/7.0b1

has also the same problem meaning that older versions of mozilla are also affected.",critical
RELEASE_ENGINEERING-461020,"When speculative script parsing (bug 364315) landed we started seeing intermittent orange on the Talos boxes due to crashes during Tp. Eventually I disabled speculative parsing so that the trees would be green for beta1. However it would be nice to re-enable speculative parsing.

The problem is that it isn't at all clear why the Talos boxes are crashing. As far as I know nobody reported any speculative parsing related crashes or was able to reproduce the crashiness. I did try to install standalone Talos however I was unable to reproduce the crash with the regular pageset and installing the full pageset into my standalone talos caused it to not work at all (as far as I could tell the browser refused to start at all becoming a defunct process immediately).

I was able to hack something up to run through the pageset but after ~40 cycles across 4 machines I crashed only once in seemingly unrelated code.

It would be really nice if I could get some sort of crash stack for the crashes that Talos is seeing so I could direct my debugging efforts directly at the problems that Talos is running into (instead of staring at the code trying to come up with any possible problem).

If you need any other information please ask.",major
